Waf: Entering directory `/home/gman/Downloads/ns-allinone-3.29/ns-3.29/build'
Waf: Leaving directory `/home/gman/Downloads/ns-allinone-3.29/ns-3.29/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.463s)
0.0061856	536
0.0133024	1072
0.0212768	1608
0.0292512	2144
0.0362816	2680
0.0381696	3216
0.044256	3752
0.046144	4288
0.048032	4824
0.0522304	5360
0.0541184	5896
0.0560064	6432
0.0578944	6968
0.0597824	7504
0.0609152	8040
0.0639744	8576
0.065632	9112
RxDrop at 0.069832
0.0719744	9648
0.0799872	1072
0.094048	1340
0.102022	1554
0.109997	1738
0.117971	1903
0.125002	2053
0.132032	2192
0.139062	2323
0.14095	2446
0.147037	2563
0.148925	2675
0.155011	2782
0.156899	2885
0.162986	2984
0.164874	3080
0.170016	3173
0.171904	3263
0.177046	3351
0.178934	3436
0.180822	3519
0.185021	3600
0.186909	3679
0.188797	3757
0.192995	3833
0.194883	3907
0.196771	3980
0.200026	4052
0.201914	4122
0.203776	4191
RxDrop at 0.205832
0.207974	4259
0.215987	1072
0.230048	1340
RxDrop at 0.233992
0.252122	1072
0.266182	1340
0.274157	1554
0.282131	1738
0.290106	1903
0.297136	2053
0.304166	2192
0.311197	2323
0.313085	2446
0.319171	2563
0.321059	2675
0.327146	2782
0.329034	2885
0.33512	2984
0.337008	3080
0.34215	3173
0.344038	3263
0.349181	3351
0.351069	3436
0.352957	3519
0.357155	3600
0.359043	3679
0.360931	3757
0.36513	3833
0.367018	3907
0.368906	3980
0.37216	4052
0.374048	4122
0.375936	4191
0.37919	4259
0.381078	4326
0.382966	4392
0.386221	4457
0.388109	4521
0.389997	4584
0.391885	4646
0.394195	4707
0.396083	4768
0.397971	4828
0.399078	4887
0.401226	4945
0.40703	5003
0.408918	5060
0.41503	5116
0.416918	5172
0.42303	5227
0.424918	5281
0.43103	5335
0.432918	5388
0.43903	5441
0.440918	5493
0.44703	5545
0.448918	5596
0.45503	5647
0.456918	5697
0.46303	5747
0.464918	5796
0.47103	5845
0.472918	5894
0.47903	5942
0.480918	5990
0.48703	6037
0.488918	6084
0.49503	6131
0.496918	6177
0.50303	6223
0.504918	6269
0.51103	6314
0.512918	6359
0.51903	6404
0.520918	6448
0.52703	6492
0.528918	6536
0.53503	6579
0.536918	6622
0.54303	6665
0.544918	6708
0.55103	6750
0.552918	6792
0.55903	6834
0.560918	6876
0.56703	6917
0.568918	6958
0.57503	6999
0.576918	7040
0.58303	7080
0.584918	7120
0.59103	7160
0.592918	7200
0.59903	7239
0.600918	7278
0.60703	7317
0.608918	7356
0.61503	7395
0.616918	7433
0.62303	7471
0.624918	7509
0.63103	7547
0.632918	7585
0.63903	7622
0.640918	7659
0.64703	7696
0.648918	7733
0.65503	7770
0.656918	7806
0.66303	7842
0.664918	7878
0.67103	7914
0.672918	7950
0.67903	7986
0.680918	8021
0.68703	8056
0.688918	8091
0.69503	8126
0.696918	8161
0.70303	8196
0.704918	8231
0.71103	8265
0.712918	8299
0.71903	8333
0.720918	8367
0.72703	8401
0.728918	8435
0.73503	8469
0.736918	8502
0.74303	8535
0.744918	8568
0.75103	8601
0.752918	8634
RxDrop at 0.755944
RxDrop at 0.758546
0.767056	1072
0.783488	1340
0.791462	1554
0.799437	1738
0.807411	1903
RxDrop at 0.811355
0.815398	2053
0.823386	1072
0.837459	1340
0.845434	1554
0.853408	1738
0.861382	1903
0.868413	2053
0.875443	2192
0.882474	2323
0.884362	2446
0.890448	2563
0.892336	2675
0.898422	2782
0.90031	2885
0.906397	2984
0.908285	3080
0.913427	3173
0.915315	3263
0.920458	3351
0.922346	3436
0.924234	3519
0.928432	3600
0.93032	3679
0.932208	3757
0.936406	3833
0.938294	3907
0.940182	3980
0.943437	4052
0.945325	4122
0.947213	4191
0.950467	4259
0.952355	4326
0.954243	4392
0.957498	4457
0.959386	4521
0.961274	4584
0.963162	4646
0.965472	4707
0.96736	4768
0.969248	4828
0.971136	4887
0.972832	4945
0.975974	5003
0.977632	5060
0.983974	5116
0.985632	5172
0.991974	5227
0.993632	5281
0.999974	5335
1.00163	5388
1.00797	5441
1.00963	5493
1.01597	5545
1.01763	5596
1.02397	5647
1.02563	5697
1.03197	5747
1.03363	5796
1.03997	5845
1.04163	5894
1.04797	5942
1.04963	5990
1.05597	6037
1.05763	6084
1.06397	6131
1.06563	6177
1.07197	6223
1.07363	6269
1.07997	6314
1.08163	6359
1.08797	6404
1.08963	6448
1.09597	6492
1.09763	6536
1.10397	6579
1.10563	6622
1.11197	6665
1.11363	6708
1.11997	6750
1.12163	6792
1.12797	6834
1.12963	6876
1.13597	6917
1.13763	6958
1.14397	6999
1.14563	7040
1.15197	7080
1.15363	7120
1.15997	7160
1.16163	7200
1.16797	7239
1.16963	7278
1.17597	7317
1.17763	7356
1.18397	7395
1.18563	7433
1.19197	7471
1.19363	7509
1.19997	7547
1.20163	7585
1.20797	7622
1.20963	7659
1.21597	7696
1.21763	7733
1.22397	7770
1.22563	7806
1.23197	7842
1.23363	7878
1.23997	7914
1.24163	7950
1.24797	7986
1.24963	8021
1.25597	8056
1.25763	8091
1.26397	8126
1.26563	8161
1.27197	8196
1.27363	8231
1.27997	8265
1.28163	8299
1.28797	8333
1.28963	8367
1.29597	8401
1.29763	8435
1.30397	8469
1.30563	8502
1.31197	8535
1.31363	8568
1.31997	8601
1.32163	8634
1.32797	8667
1.32963	8700
1.33597	8733
1.33763	8765
1.34397	8797
1.34563	8829
1.35197	8861
1.35363	8893
1.35997	8925
1.36163	8957
1.36797	8989
1.36963	9020
1.37597	9051
1.37763	9082
1.38397	9113
1.38563	9144
1.39197	9175
1.39363	9206
1.39997	9237
1.40163	9268
1.40797	9298
1.40963	9328
1.41597	9358
1.41763	9388
1.42397	9418
1.42563	9448
1.43197	9478
1.43363	9508
1.43997	9538
1.44163	9568
1.44797	9598
1.44963	9627
1.45597	9656
1.45763	9685
1.46397	9714
1.46563	9743
1.47197	9772
1.47363	9801
1.47997	9830
1.48163	9859
1.48797	9888
1.48963	9917
1.49597	9945
1.49763	9973
1.50397	10001
1.50563	10029
1.51197	10057
1.51363	10085
1.51997	10113
1.52163	10141
1.52797	10169
1.52963	10197
1.53597	10225
1.53763	10253
1.54397	10281
1.54563	10308
1.55197	10335
1.55363	10362
1.55997	10389
1.56163	10416
1.56797	10443
1.56963	10470
1.57597	10497
1.57763	10524
1.58397	10551
1.58563	10578
1.59197	10605
1.59363	10632
1.59997	10659
1.60163	10685
1.60797	10711
1.60963	10737
1.61597	10763
1.61763	10789
1.62397	10815
1.62563	10841
1.63197	10867
1.63363	10893
1.63997	10919
1.64163	10945
1.64797	10971
1.64963	10997
1.65597	11023
1.65763	11049
1.66397	11075
1.66563	11100
1.67197	11125
1.67363	11150
1.67997	11175
1.68163	11200
1.68797	11225
1.68963	11250
1.69597	11275
1.69763	11300
1.70397	11325
1.70563	11350
1.71197	11375
1.71363	11400
1.71997	11425
1.72163	11450
1.72797	11475
1.72963	11500
1.73597	11524
1.73763	11548
1.74397	11572
1.74563	11596
1.75197	11620
1.75363	11644
1.75997	11668
1.76163	11692
1.76797	11716
1.76963	11740
1.77597	11764
1.77763	11788
1.78397	11812
1.78563	11836
1.79197	11860
1.79363	11884
1.79997	11908
1.80163	11932
1.80797	11956
1.80963	11980
1.81597	12003
1.81763	12026
1.82397	12049
1.82563	12072
1.83197	12095
1.83363	12118
1.83997	12141
1.84163	12164
1.84797	12187
1.84963	12210
1.85597	12233
1.85763	12256
1.86397	12279
1.86563	12302
1.87197	12325
1.87363	12348
1.87997	12371
1.88163	12394
1.88797	12417
1.88963	12440
1.89597	12463
1.89763	12486
1.90397	12509
1.90563	12531
1.91197	12553
1.91363	12575
1.91997	12597
1.92163	12619
1.92797	12641
1.92963	12663
1.93597	12685
1.93763	12707
